"","fromNode","toNode","weight","direction","fromAltName","toAltName"
"77","ENSG00000136444.9","ENSG00000276131.1",0.031013516013823,"undirected","RSAD1","AC009118"
"78","ENSG00000138641.16","ENSG00000167065.13",0.0360026172669323,"undirected","HERC3","DUSP18"
"79","ENSG00000138641.16","ENSG00000171084.15",0.0228968073614537,"undirected","HERC3","FAM86JP"
"80","ENSG00000138641.16","ENSG00000196372.12",0.0293500771509524,"undirected","HERC3","ASB13"
"81","ENSG00000138641.16","ENSG00000230337.1",0.0204728509466445,"undirected","HERC3","AL109811"
"82","ENSG00000138641.16","ENSG00000269609.5",0.025483740322378,"undirected","HERC3","RPARP-AS1"
"83","ENSG00000152582.13","ENSG00000167065.13",0.0464864934924148,"undirected","SPEF2","DUSP18"
"84","ENSG00000152582.13","ENSG00000170325.14",0.0243941987528346,"undirected","SPEF2","PRDM10"
"85","ENSG00000152582.13","ENSG00000171084.15",0.085856414683681,"undirected","SPEF2","FAM86JP"
"86","ENSG00000152582.13","ENSG00000177873.12",0.0341958352698778,"undirected","SPEF2","ZNF619"
"87","ENSG00000152582.13","ENSG00000186352.8",0.0368363772176628,"undirected","SPEF2","ANKRD37"
"88","ENSG00000152582.13","ENSG00000236144.6",0.0423457967082655,"undirected","SPEF2","TMEM147-AS1"
"89","ENSG00000152582.13","ENSG00000247796.2",0.0335250054269433,"undirected","SPEF2","AC008966"
"90","ENSG00000152582.13","ENSG00000249592.5",0.0565270355663713,"undirected","SPEF2","AC139887"
"91","ENSG00000152582.13","ENSG00000259802.1",0.0224526903063039,"undirected","SPEF2","AC012640"
"92","ENSG00000152582.13","ENSG00000260267.1",0.0298039192474163,"undirected","SPEF2","AC026471"
"93","ENSG00000152582.13","ENSG00000262265.1",0.0443098668927024,"undirected","SPEF2","AC002558"
"94","ENSG00000152582.13","ENSG00000269609.5",0.0611285117286426,"undirected","SPEF2","RPARP-AS1"
"95","ENSG00000152582.13","ENSG00000272599.2",0.0455670510478417,"undirected","SPEF2","AC016394"
"96","ENSG00000152582.13","ENSG00000272711.1",0.0337879382359811,"undirected","SPEF2","AC019069"
"97","ENSG00000152582.13","ENSG00000273366.1",0.0213894145468799,"undirected","SPEF2","Z83851"
"98","ENSG00000167065.13","ENSG00000171084.15",0.0798185906397006,"undirected","DUSP18","FAM86JP"
"99","ENSG00000167065.13","ENSG00000177873.12",0.0229673854339535,"undirected","DUSP18","ZNF619"
"100","ENSG00000167065.13","ENSG00000186352.8",0.0663198393282205,"undirected","DUSP18","ANKRD37"
"101","ENSG00000167065.13","ENSG00000196372.12",0.0285547589088537,"undirected","DUSP18","ASB13"
"102","ENSG00000167065.13","ENSG00000225138.7",0.0297275263663009,"undirected","DUSP18","SLC9A3-AS1"
"103","ENSG00000167065.13","ENSG00000230337.1",0.0205210333114178,"undirected","DUSP18","AL109811"
"104","ENSG00000167065.13","ENSG00000236144.6",0.0627519505001542,"undirected","DUSP18","TMEM147-AS1"
"105","ENSG00000167065.13","ENSG00000247796.2",0.0279290097681123,"undirected","DUSP18","AC008966"
"106","ENSG00000167065.13","ENSG00000249592.5",0.0274169268502746,"undirected","DUSP18","AC139887"
"107","ENSG00000167065.13","ENSG00000259802.1",0.0281717025492174,"undirected","DUSP18","AC012640"
"108","ENSG00000167065.13","ENSG00000260267.1",0.0420929605859319,"undirected","DUSP18","AC026471"
"109","ENSG00000167065.13","ENSG00000262265.1",0.0331481975782151,"undirected","DUSP18","AC002558"
"110","ENSG00000167065.13","ENSG00000269609.5",0.0428212638794263,"undirected","DUSP18","RPARP-AS1"
