,HCT116_DMSO_8h,HCT116_DMSO_24h,HCT116_HCQ_8h,HCT116_HCQ_24h,HCT116_Rem_8h,HCT116_Rem_24h,HepG2_DMSO_8h,HepG2_DMSO_24h,HepG2_HCQ_8h,HepG2_HCQ_24h,HepG2_Rem_8h,HepG2_Rem_24h,HT29_DMSO_8h,HT29_DMSO_24h,HT29_HCQ_8h,HT29_HCQ_24h,HT29_Rem_8h,HT29_Rem_24h,PLC_DMSO_8h,PLC_DMSO_24h,PLC_HCQ_8h,PLC_HCQ_24h,PLC_Rem_8h,PLC_Rem_24h
ENSG00000271798.1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000271806.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1
ENSG00000271815.1,1,0,0,1,1,0,2,0,9,4,9,0,0,1,1,2,41,2,7,1,3,4,1,1
ENSG00000271816.1,9,9,5,2,3,39,3,1,0,1,0,0,20,11,13,5,124,5,10,1,0,0,0,4
ENSG00000271817.2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
ENSG00000271818.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
ENSG00000271819.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0
ENSG00000271824.1,0,0,0,0,0,0,2,2,0,1,1,3,0,0,0,0,0,0,6,2,0,0,0,0
ENSG00000271826.5,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,4,0,9,0,2,7,2,8
ENSG00000271828.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,2,0,0
ENSG00000271830.1,0,1,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
ENSG00000271833.1,1,0,0,1,0,4,1,1,3,0,0,1,0,0,0,0,2,0,0,0,0,2,0,1
ENSG00000271840.1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,29,3,1,0,0,0,1,0
ENSG00000271843.1,0,0,0,0,2,10,1,1,0,0,4,3,0,0,0,0,3,0,2,0,0,0,0,0
ENSG00000271849.1,2,3,1,0,0,0,2,1,2,0,2,1,0,1,0,1,5,0,5,1,0,0,0,0
ENSG00000271851.1,0,6,1,0,2,7,19,7,6,2,2,13,4,3,1,0,17,1,18,3,0,0,0,6
ENSG00000271852.1,9,12,3,0,0,10,4,2,2,3,1,0,4,3,0,1,56,4,20,1,1,4,1,6
ENSG00000271853.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
ENSG00000271855.1,1,2,0,2,1,0,7,17,4,1,1,2,1,3,0,0,10,1,12,2,0,3,0,1
ENSG00000271857.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0
ENSG00000271858.5,1,5,1,1,0,7,0,0,0,2,1,0,0,0,1,2,11,0,11,2,0,9,4,8
ENSG00000271862.1,7,14,4,2,5,48,5,1,3,4,4,6,8,7,0,4,67,12,46,1,2,10,5,11
ENSG00000271868.1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
ENSG00000271869.1,43,48,13,9,9,284,87,52,72,101,56,115,14,5,4,3,35,9,397,33,44,137,36,116
ENSG00000271870.1,5,11,2,0,5,22,17,15,10,7,4,8,13,8,2,4,67,10,32,4,0,2,1,7
ENSG00000271871.1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1,0
ENSG00000271874.1,1,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,2,0,0
ENSG00000271880.1,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ENSG00000271882.1,0,2,0,0,0,11,2,3,8,5,6,4,0,0,0,1,9,1,14,1,0,2,0,5
ENSG00000271886.1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
ENSG00000271888.1,1,1,1,0,0,2,7,4,2,0,0,2,2,1,0,2,5,0,19,0,0,0,3,2
ENSG00000271895.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ENSG00000271900.1,28,22,1,5,6,96,61,43,37,89,70,90,9,6,7,7,179,8,86,7,21,100,20,24
ENSG00000271913.6,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000271914.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
ENSG00000271916.1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,3,0,0,0,0,0
ENSG00000271917.1,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,111,14,6,13,12,22
ENSG00000271918.1,16,29,7,1,6,70,12,19,21,11,14,17,9,1,5,2,14,2,34,4,0,0,1,7
ENSG00000271926.1,0,1,0,0,0,7,4,5,9,4,5,0,3,1,0,0,1,0,12,1,0,3,0,0
ENSG00000271930.1,0,0,0,1,0,0,4,1,1,1,1,1,2,0,0,2,9,1,17,1,4,4,2,0
ENSG00000271931.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,2
ENSG00000271933.1,1,3,1,0,0,3,1,0,1,2,0,0,1,0,1,1,5,0,1,0,0,0,1,0
ENSG00000271936.1,25,21,9,7,18,105,30,21,19,7,46,31,32,21,7,7,270,10,271,20,15,19,25,71
ENSG00000271937.1,1,1,0,0,0,0,2,0,1,0,2,0,0,2,0,0,0,0,8,1,0,1,0,0
ENSG00000271938.1,0,0,0,0,0,6,0,0,2,1,2,6,0,2,0,0,0,0,3,1,0,0,0,0
ENSG00000271941.1,0,0,0,0,0,0,1,0,1,0,2,5,0,0,0,0,0,0,1,1,0,1,3,1
ENSG00000271943.1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,9,1,0,1,3,2
ENSG00000271958.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,0
ENSG00000271964.1,2,1,1,0,0,0,0,0,2,1,1,1,2,1,0,0,1,1,8,1,0,0,1,4
ENSG00000271966.1,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0
ENSG00000271967.1,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,2,0,0,1,1,3
ENSG00000271969.1,0,0,0,0,2,3,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0
ENSG00000271971.1,4,1,0,4,4,32,6,5,3,4,21,13,3,0,1,1,38,6,5,0,0,1,3,8
ENSG00000271973.1,0,0,0,0,1,0,4,1,2,2,5,0,1,2,1,1,5,1,9,0,0,1,0,0
ENSG00000271976.1,10,17,4,10,7,66,11,13,10,7,20,32,12,6,3,1,27,7,91,10,6,6,6,50
ENSG00000271978.1,7,3,0,1,1,19,1,1,2,1,1,0,0,0,0,0,0,0,2,0,0,3,0,0
ENSG00000271980.1,1,0,0,0,0,0,0,1,2,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000271983.1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,5,0,0,2,0,0,0,0
ENSG00000271986.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,1,1,0
ENSG00000271989.1,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1
ENSG00000271992.1,0,0,1,0,1,1,1,3,2,2,13,12,2,0,0,2,18,0,8,0,0,2,1,2
ENSG00000271993.1,3,2,0,0,0,8,2,2,0,2,2,1,0,0,0,0,1,1,2,0,1,0,0,0
ENSG00000271996.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,520,62,70,235,63,97
ENSG00000272002.1,0,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272004.1,1,2,0,0,1,2,0,3,1,1,1,0,5,1,0,0,32,1,11,0,3,3,4,3
ENSG00000272006.1,0,0,0,0,0,4,3,4,0,0,2,4,1,0,0,0,7,1,12,4,0,0,1,5
ENSG00000272008.1,0,0,0,0,0,10,0,1,3,2,4,4,1,0,0,1,2,2,22,1,5,2,1,4
ENSG00000272009.1,9,11,2,1,2,37,25,16,5,3,8,2,8,6,3,1,68,3,85,1,1,4,9,21
ENSG00000272010.1,4,6,1,0,7,20,9,4,2,3,7,6,5,1,1,0,63,3,34,9,2,1,7,17
ENSG00000272017.1,3,3,1,0,1,8,3,3,7,1,4,0,2,2,0,0,3,1,37,1,5,7,3,10
ENSG00000272020.1,0,0,0,0,0,0,1,5,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
ENSG00000272023.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0
ENSG00000272024.1,0,0,0,0,0,0,1,1,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000272030.1,0,1,0,0,0,0,0,3,0,1,0,2,12,5,1,1,23,2,17,1,2,1,1,0
ENSG00000272031.2,4,5,1,1,1,4,3,1,5,1,4,1,9,0,0,0,17,3,142,17,1,8,16,25
ENSG00000272033.1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENSG00000272034.1,0,0,1,0,0,0,0,0,1,0,3,1,1,1,0,0,0,0,3,1,0,4,0,8
ENSG00000272037.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000272040.1,2,2,0,2,0,16,0,1,1,0,0,3,0,0,2,0,5,1,9,0,0,2,4,15
ENSG00000272043.1,0,0,0,0,0,2,1,1,1,1,0,0,2,1,0,0,5,0,8,0,1,1,0,2
ENSG00000272046.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,179,17,10,15,14,31
ENSG00000272047.1,303,289,51,88,127,723,651,540,466,329,409,382,350,129,84,57,1456,146,3201,315,119,192,226,657
ENSG00000272049.1,0,0,0,0,0,0,5,7,4,1,11,0,2,3,1,0,5,0,7,0,1,1,2,3
ENSG00000272054.1,5,3,3,2,4,30,16,7,22,12,21,6,3,11,2,2,45,2,33,3,2,8,7,1
ENSG00000272055.1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,1,0,2,0,0
ENSG00000272056.1,0,1,1,1,0,2,1,1,0,5,5,0,0,1,0,0,11,0,2,0,0,0,5,0
ENSG00000272057.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
ENSG00000272068.1,45,41,30,56,20,522,38,14,47,99,241,119,172,86,78,174,2881,339,328,18,24,240,113,239
ENSG00000272070.1,0,2,0,0,0,0,3,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272071.1,0,1,0,0,1,0,0,0,0,0,5,2,0,0,0,1,14,5,0,0,0,0,0,0
ENSG00000272072.1,1,1,0,0,0,0,1,0,0,1,0,1,1,2,3,1,23,0,13,3,1,4,3,7
ENSG00000272076.1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,8,4,3,0,0,1,0,0
ENSG00000272077.1,8,10,2,3,2,25,0,1,0,0,1,2,5,5,1,2,52,3,28,4,3,7,2,6
ENSG00000272079.2,1,0,1,0,0,5,41,37,49,46,36,7,50,18,13,8,81,5,262,34,12,44,14,46
ENSG00000272081.1,1,1,0,0,0,10,0,1,3,3,5,0,1,0,0,0,3,1,6,3,0,0,0,3
ENSG00000272084.1,3,4,2,3,1,9,12,6,2,2,34,40,17,5,1,3,84,5,15,1,0,1,4,15
ENSG00000272086.1,8,12,5,5,2,67,44,60,65,79,13,48,61,26,25,30,190,15,108,18,7,25,5,23
ENSG00000272087.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000272088.1,0,0,0,2,0,0,1,1,7,4,7,2,8,4,4,2,70,3,1,1,3,5,1,0
ENSG00000272092.1,2,6,0,1,2,18,3,7,2,0,4,7,4,0,1,0,4,3,29,8,3,1,6,11
ENSG00000272096.2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,7,1
ENSG00000272097.1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,4
ENSG00000272100.1,1,1,1,0,0,5,0,0,2,0,5,3,0,0,0,0,1,1,6,0,1,2,2,1
ENSG00000272102.1,1,4,0,2,4,9,0,0,0,1,1,3,5,0,0,0,25,2,0,0,0,1,0,1
ENSG00000272103.1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000272106.1,7,7,1,2,3,36,53,54,28,24,33,32,16,8,4,7,47,13,58,7,1,2,2,21
ENSG00000272108.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272109.1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,1,0,1
ENSG00000272112.1,7,6,3,7,2,3,0,0,0,0,0,0,2,1,1,0,19,1,0,0,0,0,0,4
ENSG00000272114.1,0,1,0,0,0,5,27,30,14,14,18,23,1,1,1,1,14,2,10,1,1,2,3,4
ENSG00000272115.1,1,0,0,0,2,10,1,0,2,1,0,0,0,0,0,0,2,0,7,0,1,0,0,0
ENSG00000272123.1,0,2,1,0,3,9,4,0,2,0,1,1,2,0,0,2,17,1,22,2,2,3,2,3
ENSG00000272128.1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,3,0,0,0,0,0
ENSG00000272129.1,2,2,0,0,0,1,2,1,5,1,3,3,9,4,3,3,34,2,12,3,2,0,1,5
ENSG00000272130.1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5,0,0,1,0,0,0,0
ENSG00000272137.1,1,2,0,1,0,4,7,6,3,3,8,5,1,2,0,0,5,0,5,0,0,0,1,0
ENSG00000272138.1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1
ENSG00000272140.2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000272141.1,9,11,3,4,2,17,7,6,2,7,3,7,60,57,18,6,182,6,0,0,0,0,0,0
ENSG00000272142.1,0,6,0,0,0,9,10,16,12,6,22,4,4,2,0,2,20,2,71,8,9,9,13,21
ENSG00000272143.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,10
ENSG00000272144.1,1,0,0,0,0,0,5,2,0,1,1,1,3,2,0,0,31,0,6,0,0,0,2,0
ENSG00000272145.1,1,3,0,0,0,2,24,16,11,8,7,15,13,7,3,2,34,6,12,3,0,2,2,7
ENSG00000272146.5,6,1,1,1,2,2,3,0,1,1,1,1,3,1,1,1,5,0,14,1,0,1,4,1
ENSG00000272148.1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
ENSG00000272150.5,0,2,1,1,0,3,0,0,1,2,0,3,0,0,0,0,2,1,4,0,0,3,0,0
ENSG00000272153.1,0,0,0,0,0,0,4,7,3,1,5,0,0,0,0,0,0,0,3,2,0,1,2,0
ENSG00000272155.1,4,2,0,1,1,9,2,1,3,3,9,9,5,2,2,1,36,5,14,4,3,10,3,5
ENSG00000272156.1,2,2,1,4,1,7,16,11,12,12,23,13,2,0,1,1,21,2,5,0,5,11,1,20
ENSG00000272158.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ENSG00000272159.1,0,0,0,0,0,9,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272161.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,0,0
ENSG00000272168.6,0,1,0,0,0,2,1,2,3,2,2,8,2,0,0,1,2,0,3584,328,142,546,380,926
ENSG00000272170.1,0,0,0,0,1,0,3,4,1,2,3,6,1,1,0,0,0,0,0,0,0,0,0,0
ENSG00000272172.1,4,12,0,2,2,7,22,13,9,11,5,3,15,3,3,1,14,4,105,11,0,9,3,21
ENSG00000272173.1,4,3,0,0,2,25,11,0,0,1,2,2,4,1,0,0,3,0,41,2,0,0,5,13
ENSG00000272175.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0
ENSG00000272181.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
ENSG00000272182.1,1,2,0,1,0,17,1,0,1,2,3,5,1,0,0,0,0,0,4,0,0,0,0,1
ENSG00000272183.1,0,0,0,0,0,0,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000272186.1,0,3,0,0,0,3,5,3,3,0,2,1,4,1,0,3,4,0,15,1,1,3,1,4
ENSG00000272189.1,4,4,1,3,2,11,0,0,0,0,0,0,69,38,7,10,249,7,2,0,0,0,0,0
ENSG00000272192.1,2,2,0,0,1,6,1,1,0,1,0,4,1,0,1,0,2,0,5,2,2,8,0,11
ENSG00000272195.1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ENSG00000272197.2,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ENSG00000272202.1,0,0,0,0,1,0,1,0,2,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0
ENSG00000272203.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,0,0
ENSG00000272205.1,1,3,1,0,1,0,5,0,3,3,1,1,4,3,1,0,19,4,22,1,0,2,1,3
ENSG00000272209.1,1,0,0,0,0,0,2,0,0,1,3,1,0,0,0,0,1,0,7,0,0,1,1,3
ENSG00000272217.1,0,0,0,2,0,1,3,2,9,3,3,1,0,1,0,0,1,1,8,0,3,7,0,0
ENSG00000272218.1,7,1,0,0,1,17,0,4,7,3,3,1,0,0,1,0,4,0,0,0,0,1,0,0
ENSG00000272219.1,2,3,1,4,0,0,6,3,2,2,1,1,8,1,6,5,42,2,25,2,2,3,2,7
ENSG00000272221.1,1,4,2,5,0,23,21,19,11,12,13,10,3,1,0,1,3,1,18,4,1,7,1,8
ENSG00000272223.1,0,0,0,0,0,1,3,2,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1
ENSG00000272226.1,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,12,1,20,1,0,0,5,9
ENSG00000272235.1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0
ENSG00000272236.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ENSG00000272247.1,0,0,0,0,0,0,4,5,0,1,1,1,0,0,0,0,0,0,7,2,0,1,0,0
ENSG00000272248.1,0,0,0,0,0,8,0,1,6,1,1,3,0,0,0,0,0,0,6,0,1,0,0,0
ENSG00000272255.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
ENSG00000272256.1,0,1,3,3,4,28,4,5,13,10,3,32,2,0,0,1,10,1,24,3,3,17,1,3
ENSG00000272263.1,1,1,2,0,4,44,0,0,0,0,6,3,2,0,0,0,56,7,2,2,0,0,6,18
ENSG00000272264.1,6,8,2,0,0,24,2,1,0,2,3,5,1,1,3,0,13,4,66,6,4,1,3,17
ENSG00000272267.2,0,0,0,0,0,3,2,2,1,1,3,2,0,0,0,1,1,0,3,1,1,0,0,1
ENSG00000272269.1,15,6,3,3,5,79,27,11,39,29,14,12,41,16,17,19,110,14,112,11,23,80,13,48
ENSG00000272273.1,0,1,2,0,0,0,28,26,16,17,25,17,8,3,1,0,29,2,78,4,7,8,9,16
ENSG00000272275.1,5,4,1,3,2,8,1,0,1,2,2,1,3,0,0,2,13,5,14,1,0,16,2,12
ENSG00000272277.1,4,2,3,2,3,18,47,41,14,24,26,32,6,1,3,1,23,3,44,7,3,2,1,12
ENSG00000272279.1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,7
ENSG00000272281.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,1,0,1,11
ENSG00000272288.5,14,19,5,5,8,88,65,48,72,44,61,35,27,8,8,5,137,2,389,32,22,47,49,97
ENSG00000272293.1,0,0,0,0,0,0,26,16,22,11,17,18,0,0,0,0,0,0,55,7,0,9,2,5
ENSG00000272301.1,0,0,0,0,0,1,7,6,2,3,1,0,2,1,0,0,10,0,6,1,0,0,2,0
ENSG00000272305.5,1,0,1,0,1,0,0,0,2,1,0,0,0,2,2,0,14,1,4,0,0,0,0,0
ENSG00000272308.1,0,3,1,2,6,14,6,6,7,7,12,6,2,2,0,1,39,1,32,4,3,4,5,7
ENSG00000272316.1,2,2,0,0,2,6,3,1,0,2,3,1,2,0,2,0,11,1,7,0,0,0,0,2
ENSG00000272320.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ENSG00000272323.1,1,1,0,0,0,0,5,7,3,5,5,4,5,3,0,0,9,1,25,0,0,0,0,1
ENSG00000272324.5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
ENSG00000272325.1,501,454,157,170,201,2741,844,553,553,508,734,1367,890,498,266,231,6341,511,4593,365,368,581,472,1596
ENSG00000272330.1,18,18,7,9,7,49,27,30,17,7,12,11,30,23,18,3,172,8,57,5,4,11,2,6
ENSG00000272333.5,144,122,62,63,53,560,227,161,262,250,151,229,298,181,144,105,1468,127,1284,115,181,494,88,291
ENSG00000272334.1,0,0,0,0,0,0,1,1,0,0,4,3,0,0,0,0,0,0,4,0,0,0,0,1
ENSG00000272335.1,19,24,4,5,10,92,27,21,44,25,21,44,22,15,13,8,137,8,31,4,0,4,7,26
ENSG00000272337.1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
ENSG00000272338.2,18,29,5,3,3,97,14,5,4,7,5,12,4,1,0,1,20,2,53,5,2,5,10,20
ENSG00000272341.1,3,1,3,4,0,4,25,17,19,14,12,5,5,4,7,5,49,1,32,3,3,6,4,11
ENSG00000272343.1,0,1,0,1,0,2,1,2,5,3,1,1,1,0,1,5,16,0,0,0,0,1,2,0
ENSG00000272345.1,5,0,1,0,2,1,3,5,1,2,4,17,7,0,0,4,94,16,28,4,5,2,1,6
ENSG00000272347.1,0,1,0,0,0,8,0,0,0,0,0,0,7,2,0,1,6,0,3,0,0,1,0,0
ENSG00000272351.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0
ENSG00000272354.1,0,0,0,1,0,0,0,1,0,0,0,1,3,0,1,0,7,0,0,0,0,0,0,1
ENSG00000272356.1,7,3,0,0,2,10,7,2,2,4,0,5,6,5,2,2,13,3,44,3,0,1,7,13
ENSG00000272360.1,0,0,1,0,0,0,2,0,4,3,0,0,0,0,0,0,0,0,17,0,0,3,0,2
ENSG00000272361.2,2,0,0,0,2,0,0,0,0,2,4,1,1,1,0,1,10,1,15,0,0,7,4,8
ENSG00000272366.1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000272368.2,4,7,2,3,0,6,1,0,0,1,1,0,2,1,1,1,24,0,2,1,4,8,0,6
ENSG00000272369.1,25,25,9,6,6,90,13,7,2,9,7,4,4,2,0,2,17,0,99,10,16,63,5,14
ENSG00000272370.1,5,1,0,0,1,15,3,4,2,2,5,1,4,7,4,3,18,1,12,0,0,0,2,7
ENSG00000272371.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
ENSG00000272372.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000272374.1,0,3,1,2,2,3,23,11,15,11,12,6,0,0,1,1,3,1,40,4,4,4,4,8
ENSG00000272375.1,0,0,0,0,1,28,1,4,2,1,3,2,0,0,0,0,15,2,3,1,1,9,0,1
ENSG00000272379.1,2,1,0,0,0,9,16,19,8,2,8,8,2,1,1,0,11,0,29,2,1,0,0,16
ENSG00000272382.1,0,0,0,0,0,0,0,1,1,2,1,0,0,1,2,1,3,0,1,0,0,3,0,5
ENSG00000272384.1,0,0,0,0,2,0,7,8,13,12,8,14,1,2,1,1,7,0,86,11,3,19,11,4
ENSG00000272391.5,581,493,214,164,142,1102,398,252,267,264,352,424,476,287,88,76,2591,167,966,95,45,106,81,255
ENSG00000272398.5,1,11,4,3,5,16,107,129,130,137,69,45,1056,545,343,185,3018,107,5577,455,390,639,421,649
ENSG00000272402.1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,11,0,0,1,1,1
ENSG00000272405.1,86,96,28,62,71,939,203,134,136,213,297,206,303,123,85,91,1355,102,748,69,11,51,59,150
ENSG00000272407.1,1,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272412.2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000272416.1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,7,0,0,0,1,0,0,1
ENSG00000272417.1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,12,0,5,1,0,0,0,2
ENSG00000272419.6,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,0,0
ENSG00000272420.1,1,1,0,0,2,5,0,3,0,0,2,0,7,2,1,2,33,11,9,1,0,1,3,7
ENSG00000272425.1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,0,0
ENSG00000272426.1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0
ENSG00000272428.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,2,2
ENSG00000272432.1,0,0,0,0,0,0,1,0,0,4,8,0,0,1,1,3,4,0,13,1,0,2,0,0
ENSG00000272434.1,1,0,1,0,1,19,4,5,2,3,8,3,17,0,6,11,73,3,36,7,8,14,4,18
ENSG00000272435.1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,6,13,1,0
ENSG00000272439.1,1,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000272440.1,20,17,7,4,2,12,21,11,11,8,11,34,18,5,4,6,141,4,39,0,0,1,4,12
ENSG00000272444.1,0,0,0,0,2,13,12,10,1,1,3,6,2,1,0,0,11,1,15,1,0,0,3,2
ENSG00000272447.1,7,0,0,0,0,6,30,14,6,20,12,25,12,2,2,2,48,3,25,3,0,2,1,13
ENSG00000272449.2,7,6,1,1,2,19,26,21,13,30,19,34,9,4,0,2,26,4,42,3,0,2,5,8
ENSG00000272455.1,21,31,8,6,7,69,14,17,9,9,25,31,23,10,3,5,121,22,48,4,3,22,2,23
ENSG00000272457.1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,1,0
ENSG00000272459.1,0,0,0,0,1,4,0,1,3,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0
ENSG00000272461.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,3,0
ENSG00000272462.2,2,3,0,0,2,12,7,7,4,6,2,14,2,0,0,0,3,0,27,0,2,0,1,6
